States[0].Alabama.Years[0].2009.Population,States[0].Alabama.Years[0].2009.Drivers,States[0].Alabama.Years[0].2009.Vehicles,States[0].Alabama.Years[1].2010.Population,States[0].Alabama.Years[1].2010.Drivers,States[0].Alabama.Years[1].2010.Vehicles,States[1].Arizona.Years[0].2009.Population,States[1].Arizona.Years[0].2009.Drivers,States[1].Arizona.Years[0].2009.Vehicles,States[1].Arizona.Years[1].2010.Population,States[1].Arizona.Years[1].2010.Drivers,States[1].Arizona.Years[1].2010.Vehicles
,3782284,4610850,4785514,3805751,4653840,,4403390,4357630,6407342,4443647,4320010
